sessions_frequency,duration,total_traffic,clusters,score,msisdn
1.0,156764.0,529485327.0,0,2.103462133304809e-05,33614741625.0
1.0,139595.0,677011541.0,0,6.884107225309566e-05,33614746045.0
1.0,15927.0,609344647.0,0,0.0002488960919882202,33614746388.0
3.5,322904.0,1604259396.25,0,7.375484214726621e-05,33614747223.0
2.0,52815.0,1126083402.0,0,0.00022813250969175926,33614749424.0
1.0,172800.0,346419896.0,2,0.00022378256364998577,33614751749.0
2.0,322904.0,1343020486.0,0,3.46028337445837e-05,33614753184.0
2.0,122379.0,913424153.0,0,0.0001410557271504353,33614753916.0
3.0,185285.0,1604259396.25,0,0.00015953834825654145,33614753918.0
1.0,157865.0,379350309.0,2,0.00014111166650820816,33614755201.0
2.0,210412.0,540837982.0,0,0.00011401409043305717,33614764795.0
1.0,148835.0,377994259.0,0,0.00011871533623643403,33614767527.0
1.0,60589.0,774927648.0,0,0.00019684735539453657,33614768185.0
2.0,322904.0,1107838433.0,0,1.6438084792568492e-05,33614772877.0
1.0,77506.0,673595518.0,0,0.0001599708925361063,33614775275.0
1.0,33294.0,104864327.0,0,4.2461939331873046e-05,33614776945.0
1.0,30375.0,575814313.0,0,0.00022228262888588312,33614777138.0
1.0,41214.0,683608728.0,0,0.00021474513626840055,33614777987.0
2.0,270963.0,753941775.0,0,8.43611017368885e-05,33614778797.0
1.0,233289.0,875373708.0,0,8.53183548240109e-06,33614779278.0
2.0,216723.0,1197839381.0,0,9.410574736243928e-05,33614780016.0
1.0,77454.0,523560803.0,0,0.00012709703847712102,33614782267.0
1.0,35921.0,540910977.0,0,0.00020862566951182146,33614783160.0
1.0,159685.0,537425973.0,0,2.209527429510622e-05,33614784594.0
1.0,97898.0,402062985.0,0,3.154479919490718e-05,33614785240.0
1.0,133607.0,506943495.0,0,1.1479988430358014e-05,33614787133.0
1.0,36995.0,355537884.0,0,0.0001709804003863361,33614787398.0
2.0,261013.0,875911484.0,0,2.2956134757532734e-05,33614790147.0
1.0,76635.0,130744512.0,2,0.0003111090707960898,33614794674.0
1.0,92934.0,208840548.0,2,0.0001699657502636655,33614796530.0
2.0,200617.0,580697805.0,0,7.044170959023962e-05,33614797166.0
1.0,22762.0,568275008.0,0,0.00023497945883228167,33614797618.0
1.0,138451.0,480356236.0,0,1.3191656399828014e-05,33614799302.0
1.0,162031.0,134558605.0,2,0.0009291321389903943,33614802503.0
2.0,82919.0,898605719.0,0,0.00018275883447042276,33614803629.0
1.0,41715.0,469170338.0,0,0.0001861217395633502,33614812211.0
2.0,48683.0,1604259396.25,0,0.0002446879191360855,33614816068.0
1.0,32422.0,846780982.0,0,0.00023674547798963844,33614820660.0
1.0,86398.0,855255736.0,0,0.00017401393285708505,33614822509.0
1.0,160337.0,474137207.0,0,6.313180170153962e-05,33614822873.0
1.0,14589.0,761990631.0,0,0.00025588810423503614,33614823362.0
1.0,13839.0,548834085.0,0,0.00024981873824766885,33614823432.0
1.0,38528.0,468745057.0,0,0.00019284007599586355,33614826876.0
1.0,86399.0,537820588.0,0,0.00011438750142867861,33614828860.0
2.0,206361.0,1201973678.0,0,0.00010334888690184552,33614830784.0
1.0,28786.0,285384532.0,0,0.00017416659482832945,33614831284.0
1.0,130510.0,266312819.0,2,0.00021502872896119366,33614831335.0
2.0,306069.0,1007588879.0,0,2.8729753729347367e-05,33614834134.0
1.0,93535.0,93280172.0,2,0.0007276974938820873,33614835598.0
1.0,322904.0,837985900.0,0,0.00011029942335634782,33614836358.0
2.0,167450.0,1604259396.25,0,0.00017065562810393217,33614836514.0
1.0,106825.0,529101149.0,0,7.313499857149422e-05,33614840035.0
1.0,117941.0,763312970.0,0,0.00012052202832228791,33614840379.0
1.0,34149.0,577367860.0,0,0.00021588800872009031,33614840609.0
2.0,322904.0,364300654.0,2,0.0006113325348734116,33614840891.0
1.0,34518.0,342209783.0,0,0.00017416605745808661,33614841001.0
2.0,49475.0,812910772.0,0,0.00021417247107150968,33614841201.0
2.0,161713.0,949295695.0,0,0.00010468350712878226,33614841956.0
1.0,159968.0,855150410.0,0,8.796984342829636e-05,33614842383.0
3.0,303807.0,798270736.0,0,0.000105547378781266,33614842689.0
1.0,20264.0,97695958.0,0,6.761499302729854e-05,33614843562.0
1.0,11897.0,912625838.0,0,0.00026199799848854893,33614843616.0
1.0,166913.0,128861679.0,1,0.0010202533263542993,33614843687.0
1.0,31664.0,613576425.0,0,0.0002234283761647923,33614843717.0
1.0,127711.0,721603288.0,0,9.805172464455427e-05,33614844729.0
1.0,86146.0,850338313.0,0,0.0001737260970108617,33614844879.0
1.0,41777.0,496669091.0,0,0.00019091965497425753,33614847251.0
3.0,322904.0,1604259396.25,0,7.375484214726621e-05,33614849028.0
1.0,107344.0,599634095.0,0,9.601817336413812e-05,33614850439.0
1.0,14839.0,299769072.0,0,0.0002255325720087874,33614852426.0
3.0,175154.0,1503368940.0,0,0.0001585263484535333,33614852680.0
1.0,25282.0,859969302.0,0,0.00024563528514505775,33614860555.0
1.0,44778.0,713448407.0,0,0.00021227123692182882,33614861781.0
2.0,34167.0,1306591818.0,0,0.00024888429679781495,33614863530.0
1.0,19684.0,444762612.0,0,0.0002307766919541633,33614864406.0
1.0,8432.0,744745696.0,0,0.00026371202365924214,33614864478.0
1.0,30604.0,469395477.0,0,0.0002098352559628445,33614869410.0
1.0,89145.0,854052989.0,0,0.00017065524036771642,33614869543.0
1.0,86399.0,568394082.0,0,0.00012302855806336002,33614870763.0
2.0,218047.0,749524838.0,0,1.587961873118661e-05,33614870911.0
2.0,107365.0,1145078033.0,0,0.00018127184074724127,33614875130.0
2.0,100440.0,637018157.0,0,0.0001173618965227833,33614878171.0
1.0,92851.0,400214892.0,0,4.303115445317325e-05,33614878267.0
2.0,37835.0,578845722.0,0,0.00020967116989514337,33614880748.0
1.0,146209.0,640057274.0,0,4.660289385938265e-05,33614882369.0
1.0,10641.0,524786351.0,0,0.00025475718604117843,33614882476.0
1.0,179338.0,290199607.0,2,0.00034294744939036305,33614884343.0
1.0,76504.0,308001399.0,0,2.6645532544894203e-05,33614884950.0
3.5,322904.0,1604259396.25,0,7.375484214726621e-05,33614885847.0
1.0,23822.0,180710713.0,0,0.00014321006040487794,33614886748.0
1.0,25303.0,849234435.0,0,0.00024523893891330696,33614888128.0
1.0,20808.0,194039053.0,0,0.00016779786513477374,33614889318.0
1.0,129282.0,843131667.0,0,0.00012169852925575135,33614892136.0
1.0,86399.0,531645831.0,0,0.00011252168694650306,33614892850.0
3.5,322904.0,1604259396.25,0,7.375484214726621e-05,33614892860.0
2.0,231071.0,869310383.0,0,9.224462708149641e-06,33614893792.0
1.0,86399.0,99253596.0,2,0.000595453113788626,33614893903.0
2.0,180110.0,1311359896.0,0,0.00013768803851774288,33614895311.0
1.0,86399.0,148371175.0,2,0.0003072825352022486,33614900127.0
1.0,85801.0,908207764.0,0,0.00018056113355989782,33614901263.0
1.0,38401.0,505703438.0,0,0.00019909820019004592,33614902730.0
1.0,96085.0,98459120.0,2,0.0007008529173183692,33614902815.0
1.0,121893.0,454834988.0,0,7.0401087617187105e-06,33614906467.0
3.0,322904.0,1228781397.0,0,1.2250091363471184e-05,33614908569.0
1.0,30501.0,581976417.0,0,0.00022262466903957625,33614910127.0
1.0,135672.0,473511885.0,0,1.1488877420156522e-05,33614911506.0
1.0,15856.0,749694274.0,0,0.0002538840544253279,33614913302.0
1.0,10425.0,726446712.0,0,0.0002606833353313243,33614922011.0
1.0,11935.0,874684979.0,0,0.000261389096569478,33614923829.0
2.0,242410.0,1003388281.0,0,3.344259642575298e-05,33614924913.0
1.0,64841.0,246262374.0,0,1.1733540886118056e-05,33614927732.0
1.0,83301.0,593958682.0,0,0.00013478688178597772,33614928186.0
1.0,63296.0,720279940.0,0,0.0001871570657022879,33614928612.0
1.0,84990.0,882770923.0,0,0.00017875761738443918,33614930502.0
2.0,162636.0,1436928699.0,0,0.00016185094078193305,33614930599.0
1.0,140277.0,94080202.0,1,0.0012160011495633484,33614936067.0
1.0,14863.0,781852136.0,0,0.0002560240205954605,33614939628.0
1.0,86399.0,867883862.0,0,0.00017548267149021328,33614941956.0
3.5,322904.0,1604259396.25,0,7.375484214726621e-05,33614947042.0
1.0,93879.0,305025554.0,0,3.2740192718633866e-05,33614947902.0
1.0,86378.0,423859635.0,0,7.12448507423944e-05,33614950041.0
1.0,42083.0,840384092.0,0,0.00022495809744787603,33614950457.0
2.0,190544.0,1371048720.0,0,0.00013605718388621997,33614950464.0
1.0,322904.0,275999630.0,2,0.0008949090237617518,33614951768.0
1.0,47221.0,160644022.0,0,1.8914049831882482e-05,33614954238.0
3.0,192656.0,1604259396.25,0,0.00015494370501695435,33614955626.0
1.0,86400.0,372578647.0,0,4.31366676038624e-05,33614955795.0
2.0,176103.0,836039251.0,0,6.439438149099597e-05,33614960092.0
1.0,32208.0,428728428.0,0,0.00019990952989300332,33614964267.0
2.0,112329.0,901876620.0,0,0.00015048371464800332,33614965964.0
1.0,222644.0,601831221.0,0,9.491022393637827e-05,33614969085.0
1.0,76689.0,849642031.0,0,0.00018477364443088558,33614971260.0
1.0,103462.0,836370086.0,0,0.00015133039925972338,33614974124.0
1.0,69946.0,138952726.0,2,0.00022834578042278024,33614974809.0
1.0,222567.0,467844733.0,2,0.00020069429736971594,33614976711.0
1.0,168498.0,863635025.0,0,7.993076134992867e-05,33614980357.0
3.0,322904.0,1163691391.0,0,2.448487964167556e-06,33614980390.0
1.0,186983.0,339338430.0,2,0.00027598810920917503,33614981822.0
1.0,90700.0,521329604.0,0,0.00010105578451494725,33614982886.0
2.0,138447.0,806077189.0,0,0.0001032799885457279,33614986680.0
1.0,19193.0,879192257.0,0,0.0002532037443552847,33614989040.0
1.0,14205.0,888512273.0,0,0.00025904661012557146,33614990533.0
1.0,86405.0,151342154.0,2,0.00029589079956754855,33614991838.0
1.0,94159.0,708210746.0,0,0.00014208064779047366,33614993158.0
1.0,110181.0,546380810.0,0,7.337795602738744e-05,33614994993.0
1.0,93752.0,546173644.0,0,0.00010338164196859251,33614995174.0
2.0,192035.0,1295112698.0,0,0.00012675733926959684,33614995491.0
1.0,15521.0,146147698.0,0,0.00016883322629269082,33614996837.0
1.0,314830.0,870993253.0,0,8.642686723624987e-05,33615010120.0
1.0,268697.0,565175349.0,2,0.0002003883167719451,33615011237.0
1.0,163017.0,837646120.0,0,8.042080285054956e-05,33615011425.0
1.0,26411.0,79812177.0,0,5.588039456830035e-05,33615012393.0
1.0,139219.0,488526776.0,0,9.943189914580086e-06,33615012445.0
1.0,169311.0,848857203.0,0,7.557643615228083e-05,33615016439.0
1.0,206775.0,819674841.0,0,2.2769347317777052e-05,33615016761.0
1.0,86400.0,406577208.0,0,6.252825093260255e-05,33615016922.0
1.0,84895.0,766492186.0,0,0.00016427619429295,33615018507.0
1.0,86400.0,568888731.0,0,0.0001231589685267608,33615019685.0
1.0,47140.0,382240328.0,0,0.00015170845756420112,33615020409.0
1.0,63174.0,606520204.0,0,0.00017087589682484832,33615021920.0
1.0,146800.0,474442106.0,0,3.438202629623712e-05,33615023784.0
1.0,18681.0,488310719.0,0,0.0002367776302143975,33615023799.0
1.0,129390.0,125942227.0,2,0.0007523414409395298,33615024057.0
1.0,62972.0,87146666.0,2,0.0004475637854258869,33615024323.0
1.0,70814.0,827286748.0,0,0.00018943612005417338,33615025363.0
1.0,163346.0,367887007.0,2,0.0001689772931278555,33615026231.0
1.0,218381.0,381262033.0,2,0.0002977504709580959,33615026657.0
1.0,166141.0,694952195.0,0,3.5965769992559864e-05,33615029669.0
1.0,147758.0,800928792.0,0,9.055069496421244e-05,33615031772.0
1.0,86400.0,430734187.0,0,7.444626619638338e-05,33615032498.0
3.0,322904.0,1604259396.25,0,7.375484214726621e-05,33615032777.0
3.5,322904.0,1604259396.25,0,7.375484214726621e-05,33615033469.0
1.0,218013.0,205841070.0,2,0.0007840982339889137,33615034260.0
1.0,204632.0,574578327.0,0,8.110888881929851e-05,33615035070.0
1.0,18967.0,423544570.0,0,0.00023025241753952129,33615035399.0
1.0,86400.0,247644941.0,0,7.385256996186197e-05,33615042191.0
3.0,260935.0,1604259396.25,0,0.00011238263480180282,33615044893.0
1.0,12924.0,667761713.0,0,0.0002556797997859079,33615049300.0
1.0,99073.0,158783487.0,2,0.00034891617963929287,33615052007.0
1.0,23128.0,716878424.0,0,0.00024277191395956902,33615053633.0
1.0,160033.0,484914259.0,0,5.49892694091087e-05,33615054519.0
2.0,210956.0,1357335593.0,0,0.0001196148194027612,33615056047.0
1.0,192878.0,533525068.0,0,8.648225795640915e-05,33615056165.0
1.0,165083.0,476804510.0,0,7.119382396846684e-05,33615060083.0
1.0,86399.0,827578281.0,0,0.0001706342180211482,33615062142.0
3.0,202256.0,1411957049.0,0,0.00013178885982179482,33615062600.0
1.0,49283.0,743579303.0,0,0.00020875594106478063,33615062837.0
1.0,146507.0,811443590.0,0,9.448295204821546e-05,33615063083.0
1.0,105365.0,368652281.0,0,1.0777310546386758e-05,33615063597.0
1.0,161894.0,889355523.0,0,9.299882330283356e-05,33615067235.0
1.0,25499.0,150271264.0,0,0.00010534754277397437,33615067508.0
1.0,83998.0,450751892.0,0,8.868315824253727e-05,33615070921.0
1.0,86338.0,172135179.0,2,0.00022653686744086493,33615072092.0
1.0,146480.0,404823720.0,0,8.680248011516419e-05,33615073148.0
1.0,21094.0,899358516.0,0,0.00025157951381805395,33615075078.0
1.0,153735.0,764651719.0,0,7.398169547027914e-05,33615075360.0
1.0,144049.0,766172019.0,0,8.702270929022475e-05,33615076246.0
2.0,322904.0,1225549098.0,0,1.1557015350920506e-05,33615078255.0
1.0,32245.0,154437813.0,0,6.624447171417159e-05,33615079395.0
1.0,134182.0,646580252.0,0,6.750834293016967e-05,33615079410.0
2.0,69822.0,708053191.0,0,0.00017642277449026923,33615080072.0
1.0,156404.0,762690720.0,0,6.996530537953222e-05,33615080192.0
1.0,36438.0,504659896.0,0,0.00020283092737207197,33615081048.0
1.0,169028.0,128412468.0,1,0.0010412548128529223,33615082312.0
1.0,97477.0,269451365.0,0,8.672699265350164e-05,33615084220.0
1.0,85800.0,315812913.0,0,3.3541848551237433e-06,33615085856.0
1.0,152160.0,471101969.0,0,4.7953379121398195e-05,33615087773.0
2.0,250557.0,528558677.0,2,0.00019900414720131062,33615087935.0
1.0,16106.0,425196895.0,0,0.00023715508724609535,33615087937.0
1.0,18383.0,563315927.0,0,0.0002424004563904887,33615088453.0
1.0,161432.0,289193887.0,2,0.00028317966667290866,33615088531.0
2.0,317042.0,1135768089.0,0,4.109250186230612e-06,33615089643.0
1.0,88331.0,60944870.0,1,0.001174323975919601,33615093962.0
1.0,105353.0,818589970.0,0,0.00014633343505851787,33615095494.0
1.0,44653.0,175339665.0,0,2.0368303973944938e-05,33615095850.0
1.0,131827.0,137593729.0,2,0.000683054405901762,33615100470.0
3.0,317884.0,1604259396.25,0,7.688401157042091e-05,33615102252.0
2.0,322904.0,1158967852.0,0,3.5793972574271173e-06,33615102502.0
1.0,54808.0,344034568.0,0,0.00011572443779801063,33615103333.0
1.0,41836.0,78362768.0,2,0.0002588419245429805,33615107035.0
1.0,86399.0,470022249.0,0,9.121505410646315e-05,33615108441.0
1.0,113324.0,370790494.0,0,3.059409621108127e-05,33615110487.0
1.0,40346.0,886705545.0,0,0.0002295329967585729,33615111708.0
1.0,184371.0,703605377.0,0,1.2996507990386066e-05,33615113164.0
1.0,166140.0,350560190.0,2,0.00019889312748669498,33615113699.0
2.0,67111.0,983477829.0,0,0.00020679556226638467,33615113908.0
3.0,288539.0,671247833.0,2,0.0001548206101804434,33615114757.0
1.0,243624.0,842742780.0,0,1.4050629569729348e-05,33615119318.0
1.0,235192.0,382713279.0,2,0.00033950429503145225,33615121444.0
3.0,322904.0,1604259396.25,0,7.375484214726621e-05,33615121768.0
1.0,137911.0,561706478.0,0,2.9512544449772302e-05,33615123855.0
1.0,14749.0,927322760.0,0,0.00025912908329709365,33615126044.0
2.0,129109.0,745623019.0,0,0.00010187814442847995,33615130017.0
3.0,322904.0,1191562760.0,0,4.041993191913665e-06,33615130810.0
3.0,322904.0,667356669.0,2,0.0002088211601411141,33615131469.0
2.0,188445.0,1379089857.0,0,0.00013838954250854763,33615132493.0
3.5,238574.0,1604259396.25,0,0.000126321152117715,33615133484.0
1.0,171922.0,633053704.0,0,3.458305586956494e-06,33615134966.0
1.0,31585.0,423308264.0,0,0.00020041935450127227,33615136789.0
1.0,127541.0,671422968.0,0,8.507774561488423e-05,33615140485.0
1.0,146883.0,582380452.0,0,2.2822593869742468e-05,33615140565.0
1.0,17505.0,851230779.0,0,0.00025446966826721045,33615141534.0
2.0,212966.0,971534283.0,0,5.582816143292479e-05,33615142153.0
3.5,322904.0,1604259396.25,0,7.375484214726621e-05,33615142443.0
1.0,103332.0,610800915.0,0,0.0001058594118017174,33615145166.0
1.0,15479.0,414424885.0,0,0.00023768345299547567,33615145897.0
1.0,155923.0,378865110.0,0,0.00013651877517707804,33615146098.0
1.0,254408.0,176385113.0,1,0.0011673088700326142,33615146625.0
1.0,79647.0,811089560.0,0,0.00017683646906431195,33615146864.0
1.0,121322.0,757900298.0,0,0.00011495754633731509,33615147525.0
1.0,23308.0,845121984.0,0,0.00024745455824690777,33615149230.0
1.0,146983.0,890467961.0,0,0.00010997136362963155,33615151446.0
1.0,103398.0,386737628.0,0,7.674466918207872e-06,33615151879.0
1.0,33005.0,377500818.0,0,0.00018760373576754777,33615152714.0
2.0,131822.0,1152174164.0,0,0.00016062248777995344,33615153305.0
1.0,101046.0,214817511.0,2,0.0001953466028807523,33615153829.0
3.0,322904.0,1168351145.0,0,1.3418079888846304e-06,33615155734.0
2.0,227484.0,1215310659.0,0,8.785224150324084e-05,33615156237.0
1.0,93358.0,351387325.0,0,9.349994794135512e-06,33615157467.0
1.0,19163.0,530302328.0,0,0.00023889801827907587,33615157599.0
1.0,24358.0,276082647.0,0,0.00018680680578007865,33615157691.0
1.0,159445.0,674112325.0,0,3.850815120871521e-05,33615158947.0
2.0,67035.0,1457186003.0,0,0.00022903095952625676,33615160960.0
1.0,159826.0,536793832.0,0,2.2707851626222377e-05,33615164181.0
3.0,322904.0,1604259396.25,0,7.375484214726621e-05,33615164250.0
1.0,248494.0,168690909.0,1,0.0011980377141736149,33615164374.0
1.0,86399.0,878728956.0,0,0.00017671131406737944,33615164436.0
1.0,54330.0,223839037.0,0,3.2314957203774755e-05,33615166030.0
1.0,176207.0,533112211.0,0,5.5491140008704725e-05,33615167387.0
1.0,23517.0,118482981.0,0,7.654980896971561e-05,33615168531.0
1.0,136417.0,282798911.0,2,0.00020734758372610871,33615171025.0
2.0,112220.0,1604259396.25,0,0.000205082728315924,33615172855.0
1.0,80120.0,337119699.0,0,3.7373622857769176e-05,33615175163.0
2.0,176805.0,885702850.0,0,7.541288579420596e-05,33615175742.0
1.0,75107.0,319832612.0,0,4.0201802989885654e-05,33615176725.0
1.0,113980.0,644728009.0,0,9.824628316518642e-05,33615177053.0
3.5,236105.0,1604259396.25,0,0.00012786018056111834,33615180753.0
1.0,86117.0,778749811.0,0,0.0001644503555398936,33615182082.0
2.0,173482.0,1119612726.0,0,0.00012008578944974655,33615182679.0
2.0,256228.0,998233133.0,0,1.835248754456339e-05,33615183222.0
1.0,86399.0,649567074.0,0,0.0001420238823397682,33615184234.0
1.0,120191.0,761571794.0,0,0.00011721435253760618,33615187624.0
1.0,8952.0,797226369.0,0,0.00026380507795781787,33615191764.0
1.0,86407.0,123111540.0,2,0.0004268253397276517,33615193731.0
1.0,8797.0,919668727.0,0,0.00026546860804825166,33615194855.0
1.0,160557.0,378800618.0,2,0.0001488221897985643,33615196492.0
1.0,76851.0,858177325.0,0,0.00018548258718831983,33615196712.0
1.0,18432.0,898246846.0,0,0.0002545140371660629,33615196733.0
2.0,41302.0,996616765.0,0,0.00023359180035432324,33615197454.0
1.0,254659.0,674467189.0,0,0.00010253659932229394,33615201816.0
1.0,53569.0,289951059.0,0,9.028214345621123e-05,33615202653.0
1.0,86399.0,234721994.0,0,9.305674531471154e-05,33615204082.0
1.0,104672.0,620774910.0,0,0.00010641894959266711,33615204515.0
1.0,129583.0,838626026.0,0,0.00012051579178241757,33615205823.0
3.5,322904.0,1604259396.25,0,7.375484214726621e-05,33615207601.0
1.0,85569.0,403977100.0,0,6.321755160187107e-05,33615207738.0
1.0,136678.0,501223522.0,0,2.345288453666289e-06,33615209310.0
2.0,181154.0,873583388.0,0,6.76651417710471e-05,33615211277.0
1.0,131874.0,56231885.0,1,0.0020701432403458443,33615211572.0
1.0,160855.0,341460593.0,2,0.0001960452047764052,33615213596.0
3.0,115142.0,1498834715.0,0,0.00019821299734694607,33615216160.0
1.0,162384.0,420717374.0,0,0.00011093529363659568,33615217190.0
1.0,117940.0,694496043.0,0,0.00010521302877896795,33615217766.0
1.0,87825.0,738603161.0,0,0.0001561271263615278,33615223796.0
1.0,64293.0,188002421.0,0,6.694561473452163e-05,33615224246.0
1.0,189971.0,886055639.0,0,6.063325611071556e-05,33615226534.0
1.0,99918.0,692175433.0,0,0.00013068043321297186,33615232808.0
1.0,263952.0,538931387.0,2,0.00021473516112254767,33615233838.0
2.0,221231.0,663094588.0,0,5.860012982318843e-05,33615236445.0
2.0,185550.0,958462980.0,0,8.144281008971304e-05,33615237999.0
1.0,202642.0,252102781.0,2,0.0005287728896899059,33615238207.0
2.0,89944.0,1093568103.0,0,0.00019278581691317215,33615238476.0
1.0,86122.0,886401293.0,0,0.00017787485502092782,33615239498.0
2.0,172199.0,1221315137.0,0,0.0001340392792287266,33615241109.0
2.0,77777.0,1150038827.0,0,0.0002074041188076024,33615242150.0
1.0,177659.0,815521276.0,0,5.7186844858302354e-05,33615242911.0
1.0,126259.0,313421538.0,0,0.0001278068217493186,33615243016.0
3.5,322904.0,1604259396.25,0,7.375484214726621e-05,33615243363.0
1.0,101060.0,772341046.0,0,0.0001441850798511832,33615243988.0
1.0,48490.0,381007266.0,0,0.00014776609691330775,33615244249.0
1.0,85854.0,684147257.0,0,0.00014954348317545275,33615246038.0
2.0,92224.0,224401420.0,0,0.0001359437586704957,33615251377.0
1.0,115241.0,929683197.0,0,0.00015107673029335656,33615253121.0
1.0,114805.0,492857056.0,0,4.209629333867159e-05,33615254182.0
1.0,200809.0,223858837.0,2,0.0006219997929959184,33615254678.0
1.0,13498.0,523857479.0,0,0.0002492674588982795,33615255533.0
1.0,133872.0,421245692.0,0,4.2766261235702555e-05,33615258063.0
1.0,163566.0,269544786.0,2,0.00033178900434672695,33615258860.0
2.0,224930.0,678026113.0,0,5.670836246420436e-05,33615262232.0
1.0,224527.0,277165877.0,2,0.0005350474890115464,33615263055.0
1.0,172716.0,435015157.0,0,0.0001220004110058894,33615264853.0
1.0,300879.0,269880950.0,2,0.0008398237400689461,33615264933.0
2.0,46323.0,1270377496.0,0,0.0002385700445991623,33615266105.0
2.0,322564.0,716648828.0,2,0.0001750664655735849,33615268795.0
1.0,62462.0,186979084.0,0,5.9024732461456447e-05,33615270653.0
1.0,95573.0,410107731.0,0,4.199036971307148e-05,33615274330.0
1.0,128824.0,671641741.0,0,8.32293757127709e-05,33615278429.0
2.0,55967.0,555873388.0,0,0.00017435101060004975,33615279656.0
1.0,131721.0,575524535.0,0,4.616279690238939e-05,33615281180.0
1.0,234728.0,564924007.0,2,0.0001404696389991571,33615281710.0
1.0,86054.0,369254942.0,0,4.1986354615611155e-05,33615281779.0
2.0,218217.0,1122874440.0,0,8.069616704316637e-05,33615283192.0
1.0,86399.0,301605372.0,0,1.1429710318862208e-05,33615283907.0
1.0,96781.0,508679468.0,0,8.477471042251752e-05,33615285361.0
1.0,134968.0,258075543.0,2,0.00024794459525718593,33615285858.0
1.0,232517.0,227501986.0,2,0.0007470094420424344,33615287051.0
1.0,137163.0,847466666.0,0,0.0001131833979187284,33615287713.0
1.0,183720.0,596364290.0,0,3.303271519641911e-05,33615287885.0
2.0,38871.0,1099376449.0,0,0.0002396766939035024,33615288173.0
1.0,140472.0,489169073.0,0,1.2130501667537114e-05,33615293755.0
1.0,81901.0,189933288.0,2,0.00015617526267560977,33615294751.0
1.0,141646.0,861176201.0,0,0.00011055431488722709,33615300279.0
1.0,118384.0,648696996.0,0,9.253894705209765e-05,33615300606.0
3.0,322904.0,1061538583.0,0,2.9150870514709925e-05,33615302474.0
3.5,322904.0,1604259396.25,0,7.375484214726621e-05,33615302850.0
3.5,322904.0,1604259396.25,0,7.375484214726621e-05,33615303820.0
1.0,78939.0,606958855.0,0,0.00014497741885853303,33615304283.0
1.0,123968.0,384866300.0,0,4.707264203010606e-05,33615304657.0
2.0,322904.0,637363505.0,2,0.0002315904980367328,33615304826.0
2.0,235551.0,950451795.0,0,2.720345433627488e-05,33615306197.0
2.0,275026.0,990026743.0,0,2.762488009813968e-06,33615306898.0
1.0,265352.0,593947505.0,2,0.0001717259817672356,33615311251.0
1.0,44663.0,96607118.0,2,0.0001872817876801299,33615315650.0
1.0,76770.0,316405435.0,0,3.240227777949319e-05,33615316477.0
1.0,86399.0,691483498.0,0,0.00015008670473776057,33615320771.0
1.0,103753.0,659925307.0,0,0.00011781470298448353,33615321352.0
1.0,85596.0,633730949.0,0,0.00013996722777584981,33615321656.0
2.0,187632.0,691639867.0,0,3.748330748337694e-06,33615322688.0
1.0,94231.0,727835730.0,0,0.00014556660995291226,33615324227.0
2.0,114053.0,1604259396.25,0,0.00020394014524964638,33615324920.0
1.0,26787.0,348304216.0,0,0.00019812710256676203,33615327927.0
2.0,132828.0,1258181585.0,0,0.00016946260284628312,33615330190.0
1.0,94491.0,280483206.0,0,6.185245582285089e-05,33615332187.0
1.0,86399.0,494565287.0,0,0.00010033715617278956,33615334122.0
3.0,322904.0,1480060308.0,0,5.6864525824210226e-05,33615334190.0
1.0,22343.0,702955216.0,0,0.0002432496231280315,33615338514.0
1.0,168304.0,542252534.0,0,3.534535018269302e-05,33615339592.0
1.0,322904.0,605248341.0,2,0.00025847256392376943,33615344603.0
1.0,86386.0,528675852.0,0,0.00011163332034452805,33615344698.0
2.0,238986.0,1310979075.0,0,9.27381958491071e-05,33615345210.0
1.0,86297.0,619788705.0,0,0.00013579784941058134,33615351207.0
2.0,259114.0,752346580.0,0,6.937373585401971e-05,33615351217.0
1.0,41744.0,235068112.0,0,9.745143932565211e-05,33615353344.0
1.0,176029.0,246718704.0,2,0.00043844642930227314,33615354333.0
2.0,176802.0,901205939.0,0,7.885021853236155e-05,33615355266.0
1.0,27260.0,768925999.0,0,0.0002395819630696822,33615355697.0
3.0,256157.0,1604259396.25,0,0.00011536095538103601,33615356738.0
2.0,250590.0,968428614.0,0,1.6274622990160694e-05,33615362295.0
2.0,180900.0,1246213150.0,0,0.00012987425194182492,33615371002.0
1.0,52910.0,627607049.0,0,0.0001907296661394395,33615371490.0
1.0,128573.0,595933501.0,0,5.928343129745584e-05,33615375007.0
1.0,107835.0,878280283.0,0,0.0001522542991185053,33615377151.0
1.0,199279.0,247886430.0,2,0.0005288783121035175,33615377957.0
2.0,101965.0,682055730.0,0,0.00012553742881157143,33615380314.0
1.0,101344.0,474898086.0,0,6.163243754345844e-05,33615383361.0
1.0,98014.0,630902232.0,0,0.00011967871903311145,33615383820.0
1.0,84706.0,904029796.0,0,0.00018133577030918381,33615384700.0
2.0,117109.0,1065235699.0,0,0.00016509683796654757,33615384872.0
1.0,30942.0,865712774.0,0,0.000239292362710282,33615384940.0
2.0,280082.0,788821361.0,0,8.002988978691747e-05,33615385217.0
1.0,24737.0,816418384.0,0,0.00024473459376850526,33615386016.0
2.0,63609.0,284982770.0,0,5.183104551188809e-05,33615386869.0
1.0,253775.0,640611424.0,0,0.00012111094974072203,33615388950.0
